gde_nr,gde_name,Kanton,Anb_1_change_in_prozent,Anb_1_differenz,Anb_1_entwicklung,Anb_1_gruppen,Anb_1_Name,Anb_1_preis_2018,Anb_1_preis_2019,Anb_1_preis_2020,Anb_1_preis_2021,Anb_1_preis_2022,Anb_1_preis_2023,Anb_1_preis_pro_2022,Anb_1_preis_pro_2023,Anb_1_rang,Anb_1_rang_preis_pro_2023,Anb_1_verbrauch,Anb_2_change_in_prozent,Anb_2_differenz,Anb_2_entwicklung,Anb_2_gruppen,Anb_2_Name,Anb_2_preis_2018,Anb_2_preis_2019,Anb_2_preis_2020,Anb_2_preis_2021,Anb_2_preis_2022,Anb_2_preis_2023,Anb_2_preis_pro_2022,Anb_2_preis_pro_2023,Anb_2_rang,Anb_2_rang_preis_pro_2023,Anb_2_verbrauch,Anb_3_change_in_prozent,Anb_3_differenz,Anb_3_entwicklung,Anb_3_gruppen,Anb_3_Name,Anb_3_preis_2018,Anb_3_preis_2019,Anb_3_preis_2020,Anb_3_preis_2021,Anb_3_preis_2022,Anb_3_preis_2023,Anb_3_preis_pro_2022,Anb_3_preis_pro_2023,Anb_3_rang,Anb_3_rang_preis_pro_2023,Anb_3_verbrauch,change_in_perc_schnitt,anzahl_anbieter
5705,Bogis-Bossey,VD,21.43,-270,4.438,3,Romande Energie SA,24,27,15,18,28,22,1260,990,1126,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,1
5706,Borex,VD,6.9,-90,8.232,1,Romande Energie SA,20,17,17,25,29,27,1305,1215,1908,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1
5707,Chavannes-de-Bogis,VD,14.29,-135,5.5,2,Romande Energie SA,19,28,17,26,21,18,945,810,1490,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
5708,Chavannes-des-Bois,VD,33.33,270,4.802,4,Romande Energie SA,23,21,18,26,18,24,810,1080,612,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
5709,Chéserex,VD,31.58,270,8.04,4,Romande Energie SA,20,21,29,19,19,25,855,1125,707,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.58,1
5710,Coinsins,VD,53.33,360,3.092,5,Société Electrique Intercommunale de La Côte S.A.,30,18,26,15,15,23,675,1035,213,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.33,1
5711,Commugny,VD,3.45,-45,3.352,1,Romande Energie SA,28,23,20,18,29,28,1305,1260,2166,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,1
5712,Coppet,VD,73.33,495,15.838,5,Romande Energie SA,19,21,17,27,15,26,675,1170,70,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33,1
5713,Crans (VD),VD,40.74,-495,-0.00600000000000023,5,Romande Energie SA,22,29,30,19,27,16,1215,720,414,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.74,1
5714,Crassier,VD,16,180,2.644,2,Romande Energie SA,27,24,30,25,25,29,1125,1305,1405,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1
5715,Duillier,VD,33.33,225,5.442,4,Société Electrique Intercommunale de La Côte S.A.,19,28,25,23,15,20,675,900,612,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
5716,Eysins,VD,45,405,6.2,5,Romande Energie SA,26,17,18,23,20,29,900,1305,314,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1
5717,Founex,VD,8.33,90,11.064,2,Romande Energie SA,18,28,20,20,24,26,1080,1170,1821,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,1
5718,Genolier,VD,10.53,-90,-6.176,2,Romande Energie SA,28,25,16,23,19,17,855,765,1716,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,1
5719,Gingins,VD,12,135,13.416,2,Romande Energie SA,18,18,29,20,25,28,1125,1260,1619,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
5720,Givrins,VD,43.33,-585,1.128,5,Romande Energie SA,19,20,24,26,30,17,1350,765,351,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.33,1
5721,Gland,VD,10,-90,0.444,2,Société Electrique Intercommunale de La Côte S.A.,25,15,27,24,20,18,900,810,1743,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1
5722,Grens,VD,0,0,-4.604,1,Romande Energie SA,21,18,21,18,16,16,720,720,2196,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5723,Mies,VD,36.84,315,5.002,4,Romande Energie SA,27,18,26,29,19,26,855,1170,538,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84,1
5724,Nyon,VD,7.69,90,8.656,2,Services Industriels Nyon,21,24,18,27,26,28,1170,1260,1853,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1
5725,Prangins,VD,33.33,-360,-9.414,4,Société Electrique Intercommunale de La Côte S.A.,29,27,20,22,24,16,1080,720,612,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
5726,La Rippe,VD,23.53,180,12.344,3,Romande Energie SA,17,30,29,15,17,21,765,945,1032,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.53,1
5727,Saint-Cergue,VD,42.31,-495,-10.36,5,Romande Energie SA,30,25,28,23,26,15,1170,675,374,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.31,1
5728,Signy-Avenex,VD,66.67,450,8.642,5,Romande Energie SA,30,16,28,24,15,25,675,1125,106,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.67,1
5729,Tannay,VD,12,-135,1.28,2,Romande Energie SA,21,22,22,25,25,22,1125,990,1619,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
5730,Trélex,VD,5.26,45,3.892,1,Romande Energie SA,18,22,19,15,19,20,855,900,2000,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,1
5731,Le Vaud,VD,13.64,-135,-5.546,2,Romande Energie SA,29,28,30,18,22,19,990,855,1531,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,1
5732,Vich,VD,38.1,360,11.474,4,Société Electrique Intercommunale de La Côte S.A.,21,29,17,18,21,29,945,1305,486,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,1
5741,L'Abergement,VD,93.33,630,11.744,5,Romande Energie SA,22,22,21,16,15,29,675,1305,8,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33,1
5742,Agiez,VD,11.76,-90,-8.22,2,Romande Energie SA,29,18,26,25,17,15,765,675,1642,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76,1
5743,Arnex-sur-Orbe,VD,34.48,-450,1.234,4,Romande Energie SA,26,28,23,16,29,19,1305,855,603,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.48,1
5744,Ballaigues,VD,8.33,90,4.506,2,VO Energies Distribution SA,23,16,18,23,24,26,1080,1170,1821,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,1
5745,Baulmes,VD,28.57,-360,3.248,4,Romande Energie SA,27,23,27,15,28,20,1260,900,805,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,1
5746,Bavois,VD,0,0,1.082,1,Romande Energie SA,26,28,25,28,27,27,1215,1215,2196,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5747,Bofflens,VD,20,-270,4.11,3,Romande Energie SA,24,30,19,26,30,24,1350,1080,1187,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
5748,Bretonnières,VD,11.11,-135,5.924,2,Romande Energie SA,21,26,20,30,27,24,1215,1080,1677,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1
5749,Chavornay,VD,21.43,-270,7.292,3,Romande Energie SA,18,29,30,30,28,22,1260,990,1126,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,1
5750,Les Clées,VD,62.5,450,1.612,5,Romande Energie SA,30,27,24,16,16,26,720,1170,135,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,1
5752,Croy,VD,13.79,-180,11.252,2,Romande Energie SA,25,20,29,15,29,25,1305,1125,1521,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,1
5754,Juriens,VD,0,0,2.15,1,Romande Energie SA,24,24,24,19,25,25,1125,1125,2196,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5755,Lignerolle,VD,35.29,270,8.456,4,Romande Energie SA,18,26,19,19,17,23,765,1035,578,1030,4500,21.74,-225,-1.752,3,VO Energies Distribution SA,23,28,21,17,23,18,1035,810,1103,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.515,2
5756,Montcherand,VD,37.93,-495,7.3,4,Romande Energie SA,20,28,18,16,29,18,1305,810,499,1736,4500,10,-135,10,2,VO Energies Distribution SA,20,15,24,30,30,27,1350,1215,1743,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.965,2
5757,Orbe,VD,40,-540,10.146,5,VO Energies Distribution SA,17,26,16,25,30,18,1350,810,426,1736,4500,29.41,225,1.258,4,Romande Energie SA,23,18,19,22,17,22,765,990,795,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.705,2
5758,La Praz,VD,30,270,12.65,4,Romande Energie SA,19,16,26,16,20,26,900,1170,758,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1
5759,Premier,VD,33.33,-405,10.73,4,Romande Energie SA,17,25,29,16,27,18,1215,810,612,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
5760,Rances,VD,6.9,-90,-0.47,1,Romande Energie SA,28,28,30,27,29,27,1305,1215,1908,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1
5761,Romainmôtier-Envy,VD,50,-675,-3.272,5,Romande Energie SA,22,22,22,25,30,15,1350,675,235,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
5762,Sergey,VD,0,0,1.528,1,Romande Energie SA,26,19,19,30,23,23,1035,1035,2196,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5763,Valeyres-sous-Rances,VD,36.84,315,5.908,4,Romande Energie SA,23,25,16,20,19,26,855,1170,538,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84,1
5764,Vallorbe,VD,37.04,-450,10.194,4,VO Energies Distribution SA,17,18,26,15,27,17,1215,765,529,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.04,1
5765,Vaulion,VD,25.93,-315,-5.518,3,VO Energies Distribution SA,29,23,28,25,27,20,1215,900,938,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.93,1
5766,Vuiteboeuf,VD,38.89,315,3.652,4,Romande Energie SA,26,16,21,22,18,25,810,1125,466,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.89,1
5785,Corcelles-le-Jorat,VD,60,405,8.698,5,Romande Energie SA,21,26,28,27,15,24,675,1080,160,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1
5788,Essertes,VD,27.27,-270,-6.552,4,Romande Energie SA,25,26,29,20,22,16,990,720,869,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27,1
5790,Maracon,VD,28.57,270,18.41,4,Groupe E SA,18,26,16,30,21,27,945,1215,805,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,1
5792,Montpreveyres,VD,8.33,-90,-0.942000000000001,2,Romande Energie SA,25,27,23,30,24,22,1080,990,1821,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,1
5798,Ropraz,VD,11.11,-135,-2.578,2,Romande Energie SA,30,27,26,20,27,24,1215,1080,1677,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1
5799,Servion,VD,41.38,-540,4.28,5,Romande Energie SA,19,16,28,29,29,17,1305,765,388,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.38,1
5803,Vulliens,VD,15.79,135,-0.770000000000001,2,Romande Energie SA,29,17,24,18,19,22,855,990,1426,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,1
5804,Jorat-Menthue,VD,26.92,-315,8.168,4,Romande Energie SA,17,29,27,20,26,19,1170,855,890,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.92,1
5805,Oron,VD,35.29,270,0.0480000000000004,4,Romande Energie SA,25,21,21,17,17,23,765,1035,578,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29,1
5806,Jorat-Mézières,VD,15,-135,-9.648,2,Romande Energie SA,30,25,28,28,20,17,900,765,1470,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1
5812,Champtauroz,VD,13.33,90,1.156,2,Romande Energie SA,24,16,29,23,15,17,675,765,1556,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33,1
5813,Chevroux,VD,29.63,-360,1.276,4,Groupe E SA,21,17,17,25,27,19,1215,855,783,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.63,1
5816,Corcelles-près-Payerne,VD,52.94,405,12.502,5,Groupe E SA,17,20,26,20,17,26,765,1170,220,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.94,1
5817,Grandcour,VD,10,-90,-0.209999999999999,2,Groupe E SA,30,19,15,30,20,18,900,810,1743,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1
5819,Henniez,VD,0,0,-1.66,1,Romande Energie SA,29,30,27,17,23,23,1035,1035,2196,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5821,Missy,VD,76.47,585,19.742,5,Groupe E SA,15,20,23,23,17,30,765,1350,61,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.47,1
5822,Payerne,VD,18.18,-180,6.608,3,Groupe E SA,17,28,18,22,22,18,990,810,1292,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,1
5827,Trey,VD,16.67,-225,2.428,3,Groupe E SA,25,28,20,26,30,25,1350,1125,1350,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
5828,Treytorrens (Payerne),VD,21.74,225,5.138,3,Romande Energie SA,25,18,15,17,23,28,1035,1260,1103,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
5830,Villarzel,VD,17.24,-225,0.958000000000001,3,Romande Energie SA,29,16,21,23,29,24,1305,1080,1344,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.24,1
5831,Valbroye,VD,50,405,6.416,5,Romande Energie SA,30,16,15,24,18,27,810,1215,235,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
5841,Château-d'Oex,VD,26.09,270,4.726,4,Groupe E SA,29,16,15,17,23,29,1035,1305,923,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09,1
5842,Rossinière,VD,21.74,-225,1.906,3,Groupe E SA,24,17,29,18,23,18,1035,810,1103,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
5843,Rougemont,VD,16.67,180,4.584,3,Groupe E SA,24,22,29,24,24,28,1080,1260,1350,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
5851,Allaman,VD,47.06,360,9.69,5,Société Electrique des Forces de l' Aubonne S.A.,20,24,27,15,17,25,765,1125,284,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.06,1
5852,Bursinel,VD,26.09,270,1.448,4,Romande Energie SA,28,27,24,23,23,29,1035,1305,923,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09,1
5853,Bursins,VD,35.71,-450,-6.39,4,Romande Energie SA,29,26,26,21,28,18,1260,810,568,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,1
5854,Burtigny,VD,4,-45,3.048,1,Romande Energie SA,27,15,23,21,25,24,1125,1080,2105,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
5855,Dully,VD,31.03,-405,-1.518,4,Romande Energie SA,28,25,29,19,29,20,1305,900,726,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.03,1
5856,Essertines-sur-Rolle,VD,70.59,540,10.964,5,Romande Energie SA,21,26,23,20,17,29,765,1305,82,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.59,1
